OPE ID,School,State,Zip Code,School Type,Dependent Students_Q1,Independent Students_Q1,Quarterly Total_Q1,Dependent Students_Q2,Independent Students_Q2,Quarterly Total_Q2,Dependent Students_Q3,Independent Students_Q3,Quarterly Total_Q3,Dependent Students_Q4,Independent Students_Q4,Quarterly Total_Q4,Dependent Students_Q5,Independent Students_Q5,Quarterly Total_Q5
03830304,SAE INSTITUTE OF TECHNOLOGY - NEWYORK   ,NY,10011-2915,Proprietary  ,62,55,117,64,96,160,59,98,157,46,75,121,46,63,109
03839300,AVEDA ARTS & SCIENCES INSTITUTE NEW YORK,NY,10013-1522,Proprietary  ,82,85,167,90,109,199,67,80,147,61,93,154,33,60,93
03903400,AMERICAN BEAUTY SCHOOL                  ,NY,10462-8003,Proprietary  ,46,42,88,58,60,118,37,60,97,30,61,91,20,35,55
03983300,"SCHOOL OF PROFESSIONAL HORTICULTURE, AT ",NY,10458-5126,Private      ,3,8,11,4,8,12,1,11,12,2,9,11,3,9,12
04043300,ACE INSTITUTE OF TECHNOLOGY             ,NY,10018-6473,Proprietary  ,79,65,144,60,89,149,37,101,138,38,86,124,19,66,85
04092401,MAKE-UP DESIGNORY -                     ,NY,10012-0041,Proprietary  ,9,2,11,11,8,19,5,7,12,0,8,8,1,3,4
04095300,KING'S COLLEGE (THE)                    ,NY,10004-1603,Private      ,176,12,188,116,27,143,23,18,41,12,11,23,2,7,9
04102300,NEW AGE TRAINING                        ,NY,10001-4006,Proprietary  ,21,31,52,44,115,159,31,85,116,2,10,12,0,5,5
04117100,EDP SCHOOL                              ,NY,11235-0000,Private      ,1,52,53,4,15,19,2,49,51,3,63,66,2,91,93
04117700,"MONROE 2-ORLEANS BOCES, CENTER FOR WORK ",NY,14624-1119,Public       ,15,18,33,16,19,35,8,19,27,,,,,,
04119600,YESHIVA OF FAR ROCKAWAY DERECH AYSON RAB,NY,11691-5219,Private      ,1,0,1,2,0,2,5,0,5,8,0,8,1,0,1
04125600,CAREER SCHOOL OF NY                     ,NY,10301-2416,Private      ,33,24,57,28,57,85,25,62,87,22,50,72,13,34,47
04133700,NEW YORK MEDICAL CAREER TRAINING CENTER ,NY,11354-4232,Proprietary  ,17,37,54,22,89,111,15,91,106,13,51,64,4,30,34
04133701,NEW YORK MEDICAL CAREER TRAINING CENTER ,NY,10018-6504,Proprietary  ,43,48,91,37,96,133,26,106,132,28,84,112,6,67,73
04133702,NEW YORK MED CAR TRNG CENTER - MEDICAL C,NY,11530-4731,Proprietary  ,8,25,33,6,71,77,7,71,78,6,46,52,9,27,36
04144300,INSTITUTE OF CULINARY EDUCATION         ,NY,10281-5205,Proprietary  ,271,106,377,182,190,372,132,150,282,89,175,264,59,113,172
04151200,SALON PROFESSIONAL ACADEMY (THE)        ,NY,14150-9200,Proprietary  ,53,53,106,36,78,114,23,60,83,22,28,50,23,32,55
04156000,ACADEMY OF COSMETOLOGY & ESTHETICS NYC (,NY,10306-3003,Proprietary  ,102,33,135,50,46,96,42,32,74,37,47,84,17,32,49
04167600,FINGER LAKES SCHOOL OF MASSAGE (THE)    ,NY,14850-1384,Proprietary  ,2,1,3,1,4,5,1,7,8,1,5,6,1,2,3
04178700,ATELIER ESTHETIQUE INSTITUTE OF ESTHETIC,NY,10011-7307,Proprietary  ,19,34,53,22,78,100,26,90,116,23,106,129,16,84,100
04179800,SOTHEBY'S INSTITUTE OF ART - NY         ,NY,10022-6717,Proprietary  ,10,12,22,6,25,31,2,14,16,0,9,9,2,8,10
04180200,LONG ISLAND NAIL SKIN & HAIR INSTITUTE  ,NY,11756-1316,Proprietary  ,6,12,18,15,34,49,15,50,65,27,48,75,15,25,40
04189000,BARBER & BEAUTY INSTITUTE OF NEW YORK   ,NY,11550-6317,Proprietary  ,12,6,18,14,21,35,6,20,26,5,23,28,3,9,12
04190500,NEW YORK SCHOOL OF ESTHETICS & DAY SPA  ,NY,10606-3232,Proprietary  ,21,23,44,18,43,61,16,48,64,24,59,83,15,26,41
04204300,AESTHETIC SCIENCE INSTITUTE (THE)       ,NY,12110-1095,Proprietary  ,16,16,32,24,46,70,23,47,70,19,25,44,6,24,30
04206200,DIGITAL FILM ACADEMY                    ,NY,10036-3708,Proprietary  ,85,38,123,56,70,126,28,31,59,19,36,55,7,12,19
04207400,YESHIVA GEDOLA OHR YISRAEL              ,NY,11229-1817,Private      ,1,0,1,4,0,4,1,1,2,3,4,7,0,0,0
04208600,RELAY GRADUATE SCHOOL OF EDUCATION      ,NY,10011-4262,Private      ,1,83,84,0,171,171,0,567,567,2,374,376,0,77,77
04210100,STELLA AND CHARLES GUTTMAN COMMUNITY COL,NY,10018-2602,Public       ,707,76,783,"1,216",105,"1,321",570,125,695,226,89,315,110,38,148
04210700,NEW YORK INSTITUTE OF BEAUTY            ,NY,11749-1479,Proprietary  ,16,33,49,36,65,101,28,50,78,41,45,86,16,23,39
04213400,ACCESS CAREERS                          ,NY,11550-0000,Proprietary  ,12,25,37,10,40,50,18,45,63,18,61,79,15,31,46
04213500,SHARP EDGEZ BARBER INSTITUTE            ,NY,14620-0000,Proprietary  ,3,6,9,2,10,12,6,26,32,7,41,48,3,31,34
04223100,ARROJO COSMETOLOGY SCHOOL               ,NY,10014-4960,Proprietary  ,37,31,68,35,37,72,49,43,92,32,56,88,20,35,55
04223200,GRACE INTERNATIONAL BEAUTY SCHOOL       ,NY,11355-2446,Proprietary  ,0,3,3,2,3,5,1,35,36,2,16,18,2,1,3
04223300,ALLIANCE COMPUTING SOLUTIONS            ,NY,11354-6507,Proprietary  ,8,4,12,5,8,13,2,6,8,3,12,15,3,11,14
04223800,ELECTRICAL AND HVAC/R TRAINING CENTER   ,NY,11726-2701,Proprietary  ,37,27,64,58,48,106,65,39,104,61,25,86,30,22,52
04225500,WESTCHESTER SCHOOL FOR DENTAL ASSISTANTS,NY,10502-1047,Proprietary  ,2,1,3,9,13,22,24,15,39,10,19,29,6,14,20
04227200,BET MEDRASH GADOL ATERET TORAH          ,NY,11223-1933,Private      ,1,2,3,2,1,3,13,3,16,13,5,18,6,12,18
04228300,PAUL MITCHELL THE SCHOOL SCHENECTADY    ,NY,12305-2303,Proprietary  ,25,27,52,25,48,73,33,41,74,35,49,84,22,27,49
04231500,YESHIVA SHOLOM SHACHNA                  ,NY,11230-2621,Private      ,1,0,1,,,,2,0,2,1,0,1,20,0,20
04233700,CHRISTINE VALMY INTERNATIONAL SCHOOL FOR,NY,10036-5501,Proprietary  ,19,61,80,53,169,222,37,131,168,35,125,160,24,98,122
04234200,CENTER FOR ULTRASOUND RESEARCH & EDUCATI,NY,10604-5104,Proprietary  ,25,47,72,11,52,63,17,44,61,22,27,49,7,20,27
04234300,CULINARY TECH CENTER                    ,NY,10001-2320,Proprietary  ,48,22,70,36,34,70,11,19,30,10,23,33,8,17,25
04234900,AMG SCHOOL OF LICENSE PRACTICAL NURSING ,NY,11201-1728,Proprietary  ,65,257,322,43,117,160,42,204,246,34,130,164,15,107,122
04237200,MONTEFIORE SCHOOL OF NURSING            ,NY,10550-2009,Private      ,23,50,73,9,56,65,13,50,63,5,35,40,6,23,29
04243200,CENTRAL YESHIVA BETH JOSEPH             ,NY,11230-6043,Private      ,0,2,2,1,2,3,3,1,4,0,1,1,0,6,6
04250200,FOCUS PERSONAL TRAINING INSTITUTE       ,NY,10001-6217,Proprietary  ,7,5,12,3,24,27,6,18,24,4,26,30,3,15,18
04251400,ELIM BIBLE INSTITUTE AND COLLEGE        ,NY,14485-9704,Private      ,15,5,20,18,21,39,13,23,36,3,10,13,0,2,2
04262200,ELYON COLLEGE                           ,NY,11204-4801,Private      ,8,2,10,37,2,39,22,2,24,26,9,35,4,2,6
04265900,YESHIVA KOLLEL TIFERETH ELIZER          ,NY,11219-0000,Private      ,0,1,1,1,0,1,0,0,0,2,71,73,106,111,217
04270400,TRANSITIONS CAREER INSTITUTE SCHOOL OF N,NY,11354-1964,Proprietary  ,1,25,26,7,47,54,8,32,40,7,43,50,2,9,11
04273200,BERKOWITS SCHOOL OF ELECTROLYSIS        ,NY,11375-6820,Proprietary  ,6,3,9,5,15,20,3,11,14,7,19,26,4,15,19
04274600,BAIS MEDRASH ATERES SHLOMO              ,NY,10040-2424,Private      ,1,1,2,1,1,2,2,0,2,0,2,2,0,1,1
04275100,ANOUSHEH SCHOOL OF HAIR                 ,NY,13903-1559,Proprietary  ,0,1,1,4,10,14,1,3,4,1,8,9,0,1,1
04276900,CONGREGATION TALMIDEI MESIVTA TIFERES SH,NY,11219-5440,Private      ,1,0,1,,,,0,1,1,1,0,1,104,12,116
04279700,ALBERT EINSTEIN COLLEGE OF MEDICINE     ,NY,10461-1900,Private      ,67,247,314,33,476,509,23,287,310,14,50,64,16,35,51
04282200,NEW YORK SEMINARY (THE)                 ,NY,11218-5611,Private      ,4,1,5,13,3,16,19,3,22,18,3,21,14,2,16
04282800,GLASGOW CALEDONIAN NEW YORK COLLEGE     ,NY,10012-4350,Private      ,4,10,14,6,9,15,1,3,4,1,1,2,2,1,3
04283800,PROFESSIONAL CULINARY ACADEMY           ,NY,14222-1433,Proprietary  ,22,12,34,11,6,17,7,13,20,6,21,27,6,17,23
04284600,BAIS MEDRASH OF DEXTER PARK             ,NY,10977-6805,Private      ,1,0,1,0,0,0,0,0,0,0,3,3,1,4,5
04284900,ROYAL LEARNING INSTITUTE                ,NY,10001-5786,Proprietary  ,8,5,13,11,18,29,2,3,5,0,3,3,0,0,0
00267808,BRYANT & STRATTON COLLEGE - PARMA       ,OH,44130-0000,Private      ,80,243,323,,,,107,451,558,90,368,458,38,261,299
00301000,ANTIOCH UNIVERSITY                      ,OH,45387-1608,Private      ,34,66,100,15,127,142,5,119,124,6,57,63,2,34,36
00301100,ART ACADEMY OF CINCINNATI               ,OH,45202-7106,Private      ,470,69,539,212,44,256,102,57,159,56,38,94,30,23,53
00301200,ASHLAND UNIVERSITY                      ,OH,44805-3799,Private      ,"2,153","3,719","5,872",897,"2,172","3,069",410,"1,763","2,173",244,410,654,87,174,261
00301300,ATHENAEUM OF OHIO                       ,OH,45230-2000,Private      ,0,3,3,4,4,8,1,6,7,2,8,10,2,2,4
00301400,BALDWIN-WALLACE COLLEGE                 ,OH,44017-2088,Private      ,"3,456",259,"3,715","1,191",287,"1,478",528,195,723,276,147,423,106,68,174
00301600,BLUFFTON UNIVERSITY                     ,OH,45817-2104,Private      ,657,42,699,296,33,329,195,41,236,79,34,113,46,15,61
00301800,BOWLING GREEN STATE UNIVERSITY          ,OH,43403-0001,Public       ,"12,999","1,184","14,183","6,055","1,453","7,508","2,007","1,137","3,144",951,697,"1,648",395,333,728
00302300,CAPITAL UNIVERSITY                      ,OH,43209-2394,Private      ,"1,940",343,"2,283","1,057",511,"1,568",410,419,829,287,280,567,88,122,210
00302400,CASE WESTERN RESERVE UNIVERSITY         ,OH,44106-7049,Private      ,"14,000","1,258","15,258",,,,300,"1,139","1,439",216,517,733,286,201,487
00302500,CEDARVILLE UNIVERSITY                   ,OH,45314-8564,Private      ,"3,406",150,"3,556","1,366",192,"1,558",584,150,734,284,110,394,89,43,132
00302600,CENTRAL STATE UNIVERSITY                ,OH,45384-1004,Public       ,"1,991","1,087","3,078",935,"2,156","3,091",636,984,"1,620",333,548,881,115,227,342
00302900,CINCINNATI CHRISTIAN UNIVERSITY         ,OH,45204-3200,Private      ,28,25,53,15,34,49,14,27,41,6,33,39,3,18,21
00303000,OHIO CHRISTIAN UNIVERSITY               ,OH,43113-9487,Private      ,318,163,481,167,471,638,142,300,442,75,261,336,13,105,118
00303100,CLEVELAND INSTITUTE OF MUSIC            ,OH,44106-1776,Private      ,279,70,349,107,141,248,44,52,96,17,21,38,14,23,37
00303200,CLEVELAND STATE UNIVERSITY              ,OH,44115-2214,Public       ,"5,423","1,518","6,941","3,095","2,111","5,206","1,892","2,095","3,987","1,277","1,570","2,847",320,640,960
00303300,MOUNT ST. JOSEPH UNIVERSITY             ,OH,45233-1670,Private      ,"1,108",231,"1,339",510,315,825,158,182,340,90,107,197,51,81,132
00303500,OHIO DOMINICAN UNIVERSITY               ,OH,43219-2099,Private      ,"1,012",283,"1,295",466,296,762,183,236,419,105,153,258,64,96,160
00303600,FRANCISCAN UNIV OF STEUBENVILLE         ,OH,43952-1763,Private      ,"1,303",103,"1,406",842,218,"1,060",542,184,726,352,132,484,76,52,128
00303700,COLLEGE OF WOOSTER                      ,OH,44691-2363,Private      ,"1,942",45,"1,987",714,55,769,221,27,248,69,17,86,53,12,65
00303900,COLUMBUS COLLEGE OF ART AND DESIGN      ,OH,43215-1758,Private      ,"1,025",118,"1,143",513,134,647,208,106,314,114,90,204,55,43,98
00304000,CUYAHOGA COMMUNITY COLLEGE              ,OH,44115-2878,Public       ,"1,763","1,887","3,650","1,640","2,979","4,619","1,720","3,070","4,790","1,749","3,480","5,229",526,"1,776","2,302"
00304100,"DEFIANCE COLLEGE, THE                   ",OH,43512-1695,Private      ,341,28,369,324,53,377,150,44,194,70,36,106,13,13,26
00304200,DENISON UNIVERSITY                      ,OH,43023-1329,Private      ,"2,821",46,"2,867",802,28,830,182,16,198,59,19,78,59,17,76
00304500,UNIVERSITY OF FINDLAY                   ,OH,45840-3695,Private      ,"2,151",211,"2,362",925,314,"1,239",453,291,744,367,236,603,93,79,172
00304600,FRANKLIN UNIVERSITY                     ,OH,43215-5399,Private      ,384,"2,204","2,588",339,"2,870","3,209",339,"2,403","2,742",243,"1,844","2,087",95,"1,076","1,171"
00304800,HEIDELBERG UNIVERSITY                   ,OH,44883-2462,Private      ,"1,036",55,"1,091",492,51,543,241,56,297,138,25,163,38,26,64
00304900,HIRAM COLLEGE                           ,OH,44234-1808,Private      ,883,57,940,417,47,464,189,38,227,93,31,124,20,9,29
00305000,JOHN CARROLL UNIVERSITY                 ,OH,44118-4581,Private      ,"2,657",135,"2,792","1,075",193,"1,268",277,159,436,156,107,263,67,34,101
00305100,KENT STATE UNIVERSITY                   ,OH,44242-0001,Public       ,"15,741","2,491","18,232","7,689","2,641","10,330","2,882","1,720","4,602","1,577","1,181","2,758",593,557,"1,150"
00305101,KENT STATE UNIVERSITY - GEAUGA CAMPUS   ,OH,44021-9500,Public       ,167,142,309,173,147,320,110,102,212,73,104,177,23,43,66
00305102,KENT STATE UNIVERSITY - STARK CAMPUS    ,OH,44720-7599,Public       ,711,349,"1,060",641,390,"1,031",328,301,629,267,243,510,72,128,200
00305103,KENT STATE UNIVERSITY - TUSCARAWAS CAMPU,OH,44663-9403,Public       ,257,176,433,266,144,410,133,112,245,92,101,193,24,45,69
00305104,KENT STATE UNIVERSITY - TRUMBULL CAMPUS ,OH,44483-1998,Public       ,273,218,491,245,198,443,128,139,267,74,129,203,25,73,98
00305105,KENT STATE UNIVERSITY - ASHTABULA CAMPUS,OH,44004-2299,Public       ,174,197,371,177,174,351,113,136,249,89,135,224,19,54,73
00305106,KENT STATE UNIVERSITY - EAST LIVERPOOL C,OH,43920-3497,Public       ,83,85,168,83,89,172,51,74,125,39,54,93,8,25,33
00305107,KENT STATE UNIVERSITY - SALEM CAMPUS    ,OH,44460-9412,Public       ,229,143,372,211,139,350,106,98,204,75,85,160,15,39,54
00306500,KENYON COLLEGE                          ,OH,43022-9623,Private      ,"1,852",23,"1,875",641,38,679,176,23,199,83,9,92,24,7,31
00306600,LAKE ERIE COLLEGE                       ,OH,44077-3389,Private      ,610,57,667,323,108,431,182,91,273,72,84,156,26,62,88
00306800,LORAIN COUNTY COMMUNITY COLLEGE         ,OH,44035-1691,Public       ,707,651,"1,358",713,906,"1,619",695,"1,065","1,760",704,958,"1,662",204,405,609
00306900,LOURDES COLLEGE                         ,OH,43560-2898,Private      ,404,107,511,232,121,353,139,113,252,131,110,241,16,55,71
00307200,MALONE UNIVERSITY                       ,OH,44709-3897,Private      ,707,108,815,411,184,595,164,117,281,77,88,165,24,42,66
00307300,MARIETTA COLLEGE                        ,OH,45750-4033,Private      ,"1,276",74,"1,350",623,92,715,201,55,256,138,27,165,42,12,54
00307500,METHODIST THEOLOGICAL SCH IN OHIO       ,OH,43015-0000,Private      ,0,6,6,0,19,19,1,34,35,0,21,21,0,5,5
00307700,MIAMI UNIVERSITY                        ,OH,45056-1831,Public       ,"21,258","1,086","22,344","6,486",966,"7,452","1,256",603,"1,859","1,077",521,"1,598",612,232,844
00307800,WRIGHT STATE UNIVERSITY                 ,OH,45435-0002,Public       ,"5,237","1,526","6,763","2,884","1,736","4,620",931,"1,010","1,941",609,676,"1,285",239,362,601
00308300,UNIVERSITY OF MOUNT UNION               ,OH,44601-3993,Private      ,"2,033",119,"2,152",772,151,923,472,133,605,190,42,232,69,19,88
00308400,MUSKINGUM UNIVERSITY                    ,OH,43762-1837,Private      ,"1,163",92,"1,255",675,165,840,357,152,509,134,101,235,44,36,80
00308500,NOTRE DAME COLLEGE OF OHIO              ,OH,44121-4293,Private      ,901,151,"1,052",413,211,624,328,193,521,167,115,282,66,68,134
00308600,OBERLIN COLLEGE                         ,OH,44074-1090,Private      ,"3,527",78,"3,605","1,342",74,"1,416",151,27,178,70,16,86,58,10,68
00308900,OHIO NORTHERN UNIVERSITY                ,OH,45810-1555,Private      ,"3,126",203,"3,329","1,101",188,"1,289",447,156,603,150,64,214,54,23,77
00309000,OHIO STATE UNIVERSITY-ALL CAMPUSES      ,OH,43210-1358,Public       ,"46,911","6,028","52,939","21,386","8,337","29,723","4,151","3,115","7,266","2,757","2,054","4,811","1,605","1,053","2,658"
00310000,OHIO UNIVERSITY                         ,OH,45701-2979,Public       ,"19,055","2,480","21,535","7,470","2,846","10,316","1,464","1,973","3,437",998,"1,567","2,565",596,984,"1,580"
00310002,"OHIO UNIVERSITY, ZANESVILLE CAMPUS      ",OH,43701-0000,Public       ,254,119,373,222,143,365,84,112,196,48,85,133,14,50,64
00310003,"OHIO UNIVERSITY, LANCASTER CAMPUS       ",OH,43130-0000,Public       ,346,95,441,282,123,405,102,125,227,89,100,189,30,47,77
00310004,"OHIO UNIVERSITY, SOUTHERN CAMPUS        ",OH,45638-0000,Public       ,283,125,408,185,144,329,83,123,206,50,120,170,21,69,90
00310005,"OHIO UNIVERSITY, CHILLICOTHE CAMPUS     ",OH,45601-0000,Public       ,308,131,439,244,195,439,123,136,259,68,132,200,26,67,93
00310006,"OHIO UNIVERSITY, EASTERN CAMPUS         ",OH,43950-0000,Public       ,149,40,189,160,56,216,47,60,107,30,41,71,14,15,29
00310008,OHIO UNIV COLL OF OSTEOPATHIC MED       ,OH,45701-0000,Public       ,9,110,119,2,441,443,3,373,376,0,83,83,2,7,9
00310900,OHIO WESLEYAN UNIVERSITY                ,OH,43015-2398,Private      ,"1,533",55,"1,588",741,47,788,252,27,279,105,30,135,34,25,59
00311000,OTTERBEIN UNIVERSITY                    ,OH,43081-2006,Private      ,"2,453",166,"2,619","1,157",194,"1,351",371,99,470,223,77,300,96,35,131
00311300,PONTIFICAL COLLEGE JOSEPHINUM           ,OH,43235-1498,Private      ,5,1,6,3,3,6,1,3,4,5,5,10,3,6,9
00311400,FIRELANDS REGIONAL MEDICAL CENTER - SOUT,OH,44870-4788,Private      ,21,11,32,18,9,27,6,10,16,4,5,9,3,9,12
00311500,RABBINICAL COLLEGE OF TELSHE            ,OH,44092-2584,Private      ,1,2,3,1,1,2,2,0,2,20,6,26,5,2,7
00311600,UNIV OF RIO GRANDE                      ,OH,45674-3131,Private      ,489,172,661,345,238,583,243,210,453,230,218,448,32,46,78
00311900,SINCLAIR COMMUNITY COLLEGE              ,OH,45402-1460,Public       ,"2,038","1,566","3,604","1,609","1,873","3,482","1,385","2,112","3,497","1,349","4,368","5,717",412,"1,756","2,168"
00312100,TIFFIN UNIVERSITY                       ,OH,44883-2161,Private      ,"1,554",446,"2,000",784,401,"1,185",471,436,907,169,287,456,77,172,249
00312200,UNITED THEOLOGICAL SEMINARY             ,OH,45426-2308,Private      ,0,32,32,1,96,97,0,87,87,1,83,84,0,29,29
00312300,UNIVERSITY OF AKRON                     ,OH,44325-6211,Public       ,"7,162","1,242","8,404","3,156","1,304","4,460","1,793","1,225","3,018",826,719,"1,545",284,347,631
00312500,UNIVERSITY OF CINCINNATI                ,OH,45221-0125,Public       ,"27,056","4,143","31,199","8,475","5,107","13,582","4,410","3,948","8,358","3,022","3,231","6,253","1,159","1,672","2,831"
00312700,UNIVERSITY OF DAYTON                    ,OH,45469-1668,Private      ,"11,054",696,"11,750","4,017","1,172","5,189","1,287",644,"1,931",703,483,"1,186",316,190,506
00313100,UNIVERSITY OF TOLEDO                    ,OH,43606-3390,Public       ,"7,376","1,541","8,917","4,050","2,151","6,201","1,606","1,345","2,951",832,876,"1,708",282,307,589
00313300,URBANA UNIVERSITY                       ,OH,43078-2091,Private      ,5,6,11,2,7,9,0,7,7,0,4,4,,,
00313400,URSULINE COLLEGE                        ,OH,44124-4398,Private      ,389,223,612,139,155,294,83,134,217,79,117,196,19,84,103
00313500,WALSH UNIVERSITY                        ,OH,44720-3396,Private      ,"1,410",434,"1,844",430,290,720,176,202,378,119,141,260,32,88,120
00314100,WILBERFORCE UNIVERSITY                  ,OH,45384-1001,Private      ,467,91,558,257,90,347,239,86,325,101,79,180,37,33,70
00314200,WILMINGTON COLLEGE                      ,OH,45177-2499,Private      ,828,71,899,588,95,683,195,54,249,85,32,117,26,18,44
00314300,WITTENBERG UNIVERSITY                   ,OH,45501-2199,Private      ,"1,466",60,"1,526",696,70,766,261,57,318,130,36,166,66,25,91
00314400,XAVIER UNIVERSITY                       ,OH,45207-1035,Private      ,"7,097",595,"7,692","1,994",622,"2,616",602,455,"1,057",326,305,631,196,150,346
00314500,YOUNGSTOWN STATE UNIVERSITY             ,OH,44555-0001,Public       ,"3,522",818,"4,340","2,995","1,346","4,341","1,201","1,056","2,257",606,677,"1,283",203,358,561
00398200,CLEVELAND INSTITUTE OF ART              ,OH,44106-4387,Private      ,752,75,827,311,50,361,113,69,182,72,48,120,39,31,70
00406000,WINEBRENNER THEOLOGICAL SEMINARY        ,OH,45840-0000,Private      ,0,7,7,0,16,16,1,8,9,0,5,5,0,4,4
00485200,CLARK STATE COLLEGE                     ,OH,45505-4795,Public       ,349,599,948,422,"1,129","1,551",285,968,"1,253",326,979,"1,305",101,387,488
00485500,DAVIS COLLEGE                           ,OH,43604-2638,Proprietary  ,10,42,52,16,82,98,11,82,93,10,78,88,5,53,58
00486100,UNIVERSITY OF NORTHWESTERN OHIO         ,OH,45805-1498,Private      ,"1,343",170,"1,513",946,173,"1,119",617,170,787,201,90,291,100,67,167
00486600,STAUTZENBERGER COLLEGE                  ,OH,43537-4007,Proprietary  ,31,136,167,118,531,649,70,297,367,52,269,321,26,189,215
00510200,SCH OF DIAGNOSTIC IMAGING-CLEVELAND     ,OH,44119-0000,Private      ,6,2,8,9,13,22,5,18,23,3,4,7,1,7,8
00512704,BROWN MACKIE COLLEGE-CINCINNATI - BROWN ,OH,44320-4220,Proprietary  ,13,18,31,4,20,24,4,21,25,2,25,27,1,13,14
00531300,NORTH CENTRAL STATE COLLEGE             ,OH,44906-1546,Public       ,274,197,471,367,293,660,212,299,511,110,227,337,47,170,217
00575300,OWENS COMMUNITY COLLEGE                 ,OH,43551-0000,Public       ,849,614,"1,463",840,831,"1,671",597,745,"1,342",581,752,"1,333",140,355,495
00648700,AULTMAN COLLEGE OF NURSING AND HEALTH SC,OH,44710-1799,Private      ,85,54,139,62,87,149,51,59,110,34,58,92,11,36,47
00648900,CHRIST COLLEGE OF NURSING AND HEALTH SCI,OH,45219-2906,Private      ,206,137,343,126,139,265,115,155,270,65,119,184,28,74,102
00649400,GOOD SAMARITAN COLG-NURSING/HEALTH      ,OH,45220-2489,Private      ,87,130,217,39,124,163,45,135,180,54,132,186,20,68,88
00650700,TRINIT HEALTH SYSTEM SCH OF NURSING     ,OH,43952-3512,Private      ,11,8,19,12,11,23,19,25,44,2,10,12,1,1,2
00680400,LAKELAND COMMUNITY COLLEGE              ,OH,44094-5198,Public       ,490,492,982,425,576,"1,001",358,594,952,396,566,962,80,253,333
00686700,COLUMBUS STATE COMMUNITY COLLEGE        ,OH,43215-1786,Public       ,"3,794","2,640","6,434","3,179","3,006","6,185","2,972","3,119","6,091","2,512","2,967","5,479",794,"1,606","2,400"
00703500,KETTERING COLLEGE                       ,OH,45429-1299,Private      ,255,132,387,113,205,318,89,120,209,53,77,130,21,53,74
00708500,MOUNT VERNON NAZARENE UNIVERSITY        ,OH,43050-9500,Private      ,754,120,874,552,198,750,139,134,273,90,135,225,20,54,74
00727500,EASTERN GATEWAY COMMUNITY COLLEGE       ,OH,43952-3598,Public       ,547,"3,066","3,613","1,418","10,532","11,950","1,001","5,329","6,330",687,"2,835","3,522",136,831,967
00747300,CHOFFIN CAREER & TECHNICAL CENTER       ,OH,44503-1628,Public       ,21,42,63,18,34,52,17,79,96,16,63,79,3,36,39
00759800,HOCKING TECHNICAL COLLEGE               ,OH,45764-9582,Public       ,654,248,902,649,344,993,457,301,758,246,204,450,67,110,177
